data,ticker,setor,preco_fechamento,volume,retorno_acumulado
2024-05-24,ABEV3,Consumo,11.85,2289604,-4.46
2024-05-27,ABEV3,Consumo,11.69,5917160,-5.74
2024-05-28,ABEV3,Consumo,11.77,6703683,-5.04
2024-05-29,ABEV3,Consumo,11.98,2902098,-3.37
2024-05-30,ABEV3,Consumo,11.79,3345080,-4.96
2024-05-31,ABEV3,Consumo,11.72,2079613,-5.49
2024-06-03,ABEV3,Consumo,11.66,5875950,-5.93
2024-06-04,ABEV3,Consumo,11.65,4559431,-6.05
2024-06-05,ABEV3,Consumo,11.71,8628737,-5.56
2024-06-06,ABEV3,Consumo,11.57,2107132,-6.71
2024-06-07,ABEV3,Consumo,11.91,2706037,-3.93
2024-06-10,ABEV3,Consumo,11.71,3670076,-5.53
2024-06-11,ABEV3,Consumo,11.87,4516485,-4.24
2024-06-12,ABEV3,Consumo,11.82,2934847,-4.7
2024-06-13,ABEV3,Consumo,11.67,2112789,-5.9
2024-06-14,ABEV3,Consumo,11.96,5079400,-3.58
2024-06-17,ABEV3,Consumo,11.9,4688239,-4.04
2024-06-18,ABEV3,Consumo,11.83,2067525,-4.56
2024-06-19,ABEV3,Consumo,11.66,6437954,-5.96
2024-06-20,ABEV3,Consumo,11.95,5868439,-3.66
2024-06-21,ABEV3,Consumo,11.61,3496063,-6.4
2024-06-24,ABEV3,Consumo,11.36,3401744,-8.38
2024-06-25,ABEV3,Consumo,11.56,4312502,-6.75
2024-06-26,ABEV3,Consumo,11.51,2124715,-7.19
2024-06-27,ABEV3,Consumo,11.58,3318474,-6.63
2024-06-28,ABEV3,Consumo,11.54,1114379,-6.95
2024-07-01,ABEV3,Consumo,11.44,5066839,-7.78
2024-07-02,ABEV3,Consumo,11.38,1497418,-8.2
2024-07-03,ABEV3,Consumo,11.19,6932353,-9.78
2024-07-04,ABEV3,Consumo,11.03,2771612,-11.08
2024-07-05,ABEV3,Consumo,11.1,2940724,-10.48
2024-07-08,ABEV3,Consumo,11.05,2388397,-10.92
2024-07-09,ABEV3,Consumo,11.17,2830547,-9.96
2024-07-10,ABEV3,Consumo,11.08,6644271,-10.63
2024-07-11,ABEV3,Consumo,10.78,942315,-13.03
2024-07-12,ABEV3,Consumo,10.8,6190229,-12.87
2024-07-15,ABEV3,Consumo,10.72,3870954,-13.57
2024-07-16,ABEV3,Consumo,10.64,1787787,-14.18
2024-07-17,ABEV3,Consumo,10.79,1909484,-12.99
2024-07-18,ABEV3,Consumo,10.66,7558599,-14.03
2024-07-19,ABEV3,Consumo,10.65,2037525,-14.14
2024-07-22,ABEV3,Consumo,10.69,1836412,-13.77
2024-07-23,ABEV3,Consumo,10.68,5772739,-13.88
2024-07-24,ABEV3,Consumo,10.52,3871979,-15.12
2024-07-25,ABEV3,Consumo,10.45,2045263,-15.76
2024-07-26,ABEV3,Consumo,10.52,3642979,-15.17
2024-07-29,ABEV3,Consumo,10.49,1957392,-15.39
2024-07-30,ABEV3,Consumo,10.54,5668361,-14.99
2024-07-31,ABEV3,Consumo,10.65,5557647,-14.09
2024-08-01,ABEV3,Consumo,10.37,4265214,-16.35
2024-08-02,ABEV3,Consumo,10.52,3916976,-15.2
2024-08-05,ABEV3,Consumo,10.51,7885956,-15.22
2024-08-06,ABEV3,Consumo,10.48,3268504,-15.47
2024-08-07,ABEV3,Consumo,10.8,1810408,-12.87
2024-08-08,ABEV3,Consumo,10.71,4092787,-13.6
2024-08-09,ABEV3,Consumo,10.51,9276765,-15.22
2024-08-12,ABEV3,Consumo,10.55,1968180,-14.88
2024-08-13,ABEV3,Consumo,10.37,2728516,-16.35
2024-08-14,ABEV3,Consumo,10.63,4025754,-14.25
2024-08-15,ABEV3,Consumo,10.67,3182086,-13.95
2024-08-16,ABEV3,Consumo,10.53,2000380,-15.12
2024-08-19,ABEV3,Consumo,10.65,5728297,-14.11
2024-08-20,ABEV3,Consumo,10.57,10428159,-14.74
2024-08-21,ABEV3,Consumo,10.62,3605841,-14.36
2024-08-22,ABEV3,Consumo,10.86,2080181,-12.44
2024-08-23,ABEV3,Consumo,10.8,1506831,-12.93
2024-08-26,ABEV3,Consumo,10.71,3719084,-13.66
2024-08-27,ABEV3,Consumo,10.56,5677029,-14.87
2024-08-28,ABEV3,Consumo,10.32,4145706,-16.79
2024-08-29,ABEV3,Consumo,10.34,3265090,-16.59
2024-08-30,ABEV3,Consumo,10.56,2434773,-14.86
2024-09-02,ABEV3,Consumo,10.59,1893463,-14.6
2024-09-03,ABEV3,Consumo,10.7,4962278,-13.69
2024-09-04,ABEV3,Consumo,10.78,5162264,-13.09
2024-09-05,ABEV3,Consumo,10.8,1509267,-12.88
2024-09-06,ABEV3,Consumo,10.95,7238463,-11.67
2024-09-09,ABEV3,Consumo,11.28,4355873,-9.05
2024-09-10,ABEV3,Consumo,11.53,6581658,-7.01
2024-09-11,ABEV3,Consumo,11.35,1671005,-8.46
2024-09-12,ABEV3,Consumo,11.43,1651323,-7.84
2024-09-13,ABEV3,Consumo,11.57,3034372,-6.69
2024-09-16,ABEV3,Consumo,11.61,4203349,-6.39
2024-09-17,ABEV3,Consumo,11.72,8025868,-5.49
2024-09-18,ABEV3,Consumo,11.75,4653077,-5.26
2024-09-19,ABEV3,Consumo,11.88,2895473,-4.22
2024-09-20,ABEV3,Consumo,11.79,1956788,-4.9
2024-09-23,ABEV3,Consumo,11.39,6046561,-8.11
2024-09-24,ABEV3,Consumo,11.22,2018060,-9.5
2024-09-25,ABEV3,Consumo,11.3,7379631,-8.88
2024-09-26,ABEV3,Consumo,11.36,2835723,-8.4
2024-09-27,ABEV3,Consumo,11.21,7241153,-9.59
2024-09-30,ABEV3,Consumo,11.36,4590344,-8.35
2024-10-01,ABEV3,Consumo,11.2,3052593,-9.71
2024-10-02,ABEV3,Consumo,11.11,2521341,-10.38
2024-10-03,ABEV3,Consumo,10.94,2756703,-11.8
2024-10-04,ABEV3,Consumo,11.03,4049720,-11.09
2024-10-07,ABEV3,Consumo,10.89,3397594,-12.19
2024-10-08,ABEV3,Consumo,10.97,2429252,-11.51
2024-10-09,ABEV3,Consumo,10.94,3009198,-11.74
2024-10-10,ABEV3,Consumo,11.2,3400008,-9.65
2024-10-11,ABEV3,Consumo,11.44,1127634,-7.75
2024-10-14,ABEV3,Consumo,11.34,4110618,-8.52
2024-10-15,ABEV3,Consumo,11.22,2002965,-9.49
2024-10-16,ABEV3,Consumo,11.35,1836429,-8.5
2024-10-17,ABEV3,Consumo,11.33,1406096,-8.64
2024-10-18,ABEV3,Consumo,11.48,1333148,-7.4
2024-10-21,ABEV3,Consumo,12.12,1659913,-2.24
2024-10-22,ABEV3,Consumo,12.32,2293270,-0.65
2024-10-23,ABEV3,Consumo,12.37,8680846,-0.2
2024-10-24,ABEV3,Consumo,12.54,2513181,1.12
2024-10-25,ABEV3,Consumo,12.47,3572853,0.53
2024-10-28,ABEV3,Consumo,12.5,3993747,0.78
2024-10-29,ABEV3,Consumo,12.65,3490419,2.0
2024-10-30,ABEV3,Consumo,12.33,3144854,-0.6
2024-10-31,ABEV3,Consumo,12.16,1798301,-1.93
2024-11-01,ABEV3,Consumo,12.07,6752772,-2.67
2024-11-04,ABEV3,Consumo,12.04,8069469,-2.87
2024-11-05,ABEV3,Consumo,12.18,1409394,-1.74
2024-11-06,ABEV3,Consumo,12.0,1959080,-3.23
2024-11-07,ABEV3,Consumo,12.11,2842216,-2.31
2024-11-08,ABEV3,Consumo,11.89,2018229,-4.08
2024-11-11,ABEV3,Consumo,11.75,4210040,-5.23
2024-11-12,ABEV3,Consumo,12.0,2271302,-3.2
2024-11-13,ABEV3,Consumo,12.21,9650574,-1.56
2024-11-14,ABEV3,Consumo,12.02,5928455,-3.08
2024-11-15,ABEV3,Consumo,11.86,3635608,-4.34
2024-11-18,ABEV3,Consumo,12.0,5462915,-3.22
2024-11-19,ABEV3,Consumo,11.87,5682774,-4.26
2024-11-20,ABEV3,Consumo,11.88,2465798,-4.17
2024-11-21,ABEV3,Consumo,11.98,2173591,-3.43
2024-11-22,ABEV3,Consumo,11.68,3399270,-5.81
2024-11-25,ABEV3,Consumo,12.09,5029434,-2.53
2024-11-26,ABEV3,Consumo,12.17,3504401,-1.82
2024-11-27,ABEV3,Consumo,11.88,1485856,-4.21
2024-11-28,ABEV3,Consumo,11.89,2188195,-4.11
2024-11-29,ABEV3,Consumo,11.81,3150316,-4.77
2024-12-02,ABEV3,Consumo,11.71,3147651,-5.54
2024-12-03,ABEV3,Consumo,11.79,8764947,-4.92
2024-12-04,ABEV3,Consumo,11.78,1634759,-4.99
2024-12-05,ABEV3,Consumo,11.89,4209248,-4.08
2024-12-06,ABEV3,Consumo,12.11,6882940,-2.34
2024-12-09,ABEV3,Consumo,11.85,10177855,-4.47
2024-12-10,ABEV3,Consumo,11.86,2670566,-4.35
2024-12-11,ABEV3,Consumo,11.77,4179552,-5.04
2024-12-12,ABEV3,Consumo,11.79,4346494,-4.89
2024-12-13,ABEV3,Consumo,11.76,3604670,-5.15
2024-12-16,ABEV3,Consumo,11.8,3111381,-4.85
2024-12-17,ABEV3,Consumo,11.58,4065257,-6.6
2024-12-18,ABEV3,Consumo,11.74,921609,-5.33
2024-12-19,ABEV3,Consumo,12.05,4597552,-2.85
2024-12-20,ABEV3,Consumo,12.09,3481900,-2.5
2024-12-23,ABEV3,Consumo,11.82,2924875,-4.65
2024-12-24,ABEV3,Consumo,11.75,9096780,-5.21
2024-12-25,ABEV3,Consumo,11.8,2332690,-4.81
2024-12-26,ABEV3,Consumo,11.82,2672331,-4.71
2024-12-27,ABEV3,Consumo,11.83,8848660,-4.62
2024-12-30,ABEV3,Consumo,11.59,2156440,-6.53
2024-12-31,ABEV3,Consumo,11.44,2482911,-7.73
2024-01-02,MGLU3,Varejo,6.2,2430150,0.0
2024-01-03,MGLU3,Varejo,6.12,3826086,-1.24
2024-01-04,MGLU3,Varejo,6.41,4141321,3.42
2024-01-05,MGLU3,Varejo,6.62,5223423,6.8
2024-01-08,MGLU3,Varejo,6.25,2004367,0.81
2024-01-09,MGLU3,Varejo,6.28,6605349,1.25
2024-01-10,MGLU3,Varejo,6.84,3916495,10.37
2024-01-11,MGLU3,Varejo,7.27,4430905,17.33
2024-01-12,MGLU3,Varejo,7.04,2927117,13.49
2024-01-15,MGLU3,Varejo,7.47,2055292,20.43
2024-01-16,MGLU3,Varejo,7.42,3390074,19.69
2024-01-17,MGLU3,Varejo,7.65,3589946,23.31
2024-01-18,MGLU3,Varejo,7.85,1635216,26.62
2024-01-19,MGLU3,Varejo,7.04,4860455,13.62
2024-01-22,MGLU3,Varejo,7.12,5380341,14.91
2024-01-23,MGLU3,Varejo,7.02,2269721,13.25
2024-01-24,MGLU3,Varejo,6.96,1960494,12.22
2024-01-25,MGLU3,Varejo,6.7,2809506,7.99
2024-01-26,MGLU3,Varejo,6.64,3308308,7.06
2024-01-29,MGLU3,Varejo,6.62,2864528,6.83
2024-01-30,MGLU3,Varejo,7.38,3170947,19.07
2024-01-31,MGLU3,Varejo,7.7,3651829,24.2
2024-02-01,MGLU3,Varejo,7.86,1649306,26.82
2024-02-02,MGLU3,Varejo,7.15,1746897,15.32
2024-02-05,MGLU3,Varejo,7.07,838073,14.03
2024-02-06,MGLU3,Varejo,6.94,5237069,12.0
2024-02-07,MGLU3,Varejo,6.77,3294001,9.24
2024-02-08,MGLU3,Varejo,6.56,5520205,5.77
2024-02-09,MGLU3,Varejo,6.4,1850804,3.18
2024-02-12,MGLU3,Varejo,6.23,3309155,0.46
2024-02-13,MGLU3,Varejo,6.0,3639705,-3.16
2024-02-14,MGLU3,Varejo,6.2,2468469,0.06
2024-02-15,MGLU3,Varejo,6.17,1503469,-0.49
2024-02-16,MGLU3,Varejo,6.04,7825793,-2.51
2024-02-19,MGLU3,Varejo,5.67,6580634,-8.6
2024-02-20,MGLU3,Varejo,5.03,2700733,-18.8
2024-02-21,MGLU3,Varejo,5.0,4219021,-19.31
2024-02-22,MGLU3,Varejo,4.7,2565347,-24.27
2024-02-23,MGLU3,Varejo,4.55,1987321,-26.63
2024-02-26,MGLU3,Varejo,4.46,8150833,-28.1
2024-02-27,MGLU3,Varejo,4.55,1428757,-26.59
2024-02-28,MGLU3,Varejo,4.59,2834137,-25.94
2024-02-29,MGLU3,Varejo,4.46,3409792,-28.08
2024-03-01,MGLU3,Varejo,4.58,7464121,-26.15
2024-03-04,MGLU3,Varejo,4.42,5118102,-28.79
2024-03-05,MGLU3,Varejo,4.41,1416748,-28.91
2024-03-06,MGLU3,Varejo,4.36,3264525,-29.69
2024-03-07,MGLU3,Varejo,4.83,3303622,-22.07
2024-03-08,MGLU3,Varejo,4.98,2916313,-19.69
2024-03-11,MGLU3,Varejo,4.65,4456634,-24.96
2024-03-12,MGLU3,Varejo,4.83,1615970,-22.09
2024-03-13,MGLU3,Varejo,4.51,2664913,-27.25
2024-03-14,MGLU3,Varejo,4.44,4153281,-28.37
2024-03-15,MGLU3,Varejo,4.57,4591823,-26.33
2024-03-18,MGLU3,Varejo,4.72,3522599,-23.84
2024-03-19,MGLU3,Varejo,4.79,2830047,-22.75
2024-03-20,MGLU3,Varejo,4.51,3078735,-27.23
2024-03-21,MGLU3,Varejo,4.35,4733633,-29.85
2024-03-22,MGLU3,Varejo,4.4,3324900,-28.97
2024-03-25,MGLU3,Varejo,4.35,1941703,-29.8
2024-03-26,MGLU3,Varejo,4.57,1764276,-26.36
2024-03-27,MGLU3,Varejo,4.14,1552196,-33.23
2024-03-28,MGLU3,Varejo,3.96,6768502,-36.05
2024-03-29,MGLU3,Varejo,3.84,4895029,-37.98
2024-04-01,MGLU3,Varejo,4.0,3099514,-35.44
2024-04-02,MGLU3,Varejo,4.03,2605418,-35.07
2024-04-03,MGLU3,Varejo,4.18,2453521,-32.6
2024-04-04,MGLU3,Varejo,4.09,5646907,-33.99
2024-04-05,MGLU3,Varejo,4.05,8471488,-34.64
2024-04-08,MGLU3,Varejo,4.06,2415226,-34.45
2024-04-09,MGLU3,Varejo,4.26,5775917,-31.35
2024-04-10,MGLU3,Varejo,4.23,3315126,-31.78
2024-04-11,MGLU3,Varejo,4.63,2939604,-25.28
2024-04-12,MGLU3,Varejo,4.69,6935107,-24.36
2024-04-15,MGLU3,Varejo,4.15,3252443,-33.02
2024-04-16,MGLU3,Varejo,4.32,3791158,-30.27
2024-04-17,MGLU3,Varejo,4.28,3701086,-30.97
2024-04-18,MGLU3,Varejo,4.17,1450183,-32.75
2024-04-19,MGLU3,Varejo,4.27,3776112,-31.18
2024-04-22,MGLU3,Varejo,3.82,2467346,-38.4
2024-04-23,MGLU3,Varejo,3.58,1606267,-42.34
2024-04-24,MGLU3,Varejo,3.54,2524191,-42.98
2024-04-25,MGLU3,Varejo,3.83,2513798,-38.3
2024-04-26,MGLU3,Varejo,3.7,5470832,-40.39
2024-04-29,MGLU3,Varejo,3.82,1920517,-38.42
2024-04-30,MGLU3,Varejo,3.92,2202439,-36.72
2024-05-01,MGLU3,Varejo,4.06,3677317,-34.44
2024-05-02,MGLU3,Varejo,4.15,1684708,-33.07
2024-05-03,MGLU3,Varejo,4.13,2351341,-33.44
2024-05-06,MGLU3,Varejo,4.21,1422265,-32.11
2024-05-07,MGLU3,Varejo,4.17,5178395,-32.82
2024-05-08,MGLU3,Varejo,4.24,2811752,-31.59
2024-05-09,MGLU3,Varejo,4.0,3243102,-35.42
2024-05-10,MGLU3,Varejo,3.67,5168045,-40.8
2024-05-13,MGLU3,Varejo,3.77,2278130,-39.18
2024-05-14,MGLU3,Varejo,3.64,2796856,-41.37
2024-05-15,MGLU3,Varejo,3.67,1927695,-40.88
2024-05-16,MGLU3,Varejo,3.74,1925599,-39.63
2024-05-17,MGLU3,Varejo,3.64,2063075,-41.37
2024-05-20,MGLU3,Varejo,3.49,2555490,-43.78
2024-05-21,MGLU3,Varejo,3.31,2696869,-46.56
2024-05-22,MGLU3,Varejo,3.43,3776529,-44.63
2024-05-23,MGLU3,Varejo,3.26,2093591,-47.38
2024-05-24,MGLU3,Varejo,2.91,3835522,-53.1
2024-05-27,MGLU3,Varejo,2.84,4166140,-54.18
2024-05-28,MGLU3,Varejo,2.99,2587205,-51.78
2024-05-29,MGLU3,Varejo,2.97,2186117,-52.17
2024-05-30,MGLU3,Varejo,2.86,3411080,-53.89
2024-05-31,MGLU3,Varejo,2.91,2953617,-53.14
2024-06-03,MGLU3,Varejo,3.17,3649774,-48.86
2024-06-04,MGLU3,Varejo,2.86,7166537,-53.86
2024-06-05,MGLU3,Varejo,2.72,3383152,-56.11
2024-06-06,MGLU3,Varejo,2.76,2374707,-55.53
2024-06-07,MGLU3,Varejo,3.08,2093934,-50.33
2024-06-10,MGLU3,Varejo,3.0,2134833,-51.69
2024-06-11,MGLU3,Varejo,2.85,1573191,-53.97
2024-06-12,MGLU3,Varejo,2.89,5211466,-53.33
2024-06-13,MGLU3,Varejo,2.86,1070204,-53.9
2024-06-14,MGLU3,Varejo,3.14,4172610,-49.36
2024-06-17,MGLU3,Varejo,3.28,2117968,-47.09
2024-06-18,MGLU3,Varejo,3.45,2530170,-44.33
2024-06-19,MGLU3,Varejo,3.33,2086515,-46.27
2024-06-20,MGLU3,Varejo,3.77,6735700,-39.15
2024-06-21,MGLU3,Varejo,3.57,3295794,-42.37
2024-06-24,MGLU3,Varejo,3.55,4853396,-42.67
2024-06-25,MGLU3,Varejo,4.02,6263586,-35.09
2024-06-26,MGLU3,Varejo,3.71,3547319,-40.09
2024-06-27,MGLU3,Varejo,3.43,1798004,-44.76
2024-06-28,MGLU3,Varejo,3.45,2927556,-44.39
2024-07-01,MGLU3,Varejo,3.4,2255485,-45.2
2024-07-02,MGLU3,Varejo,3.22,2541456,-48.02
2024-07-03,MGLU3,Varejo,3.34,3117955,-46.09
2024-07-04,MGLU3,Varejo,3.14,3056931,-49.36
2024-07-05,MGLU3,Varejo,3.19,4017034,-48.58
2024-07-08,MGLU3,Varejo,3.07,4319508,-50.55
2024-07-09,MGLU3,Varejo,3.1,3056947,-49.96
2024-07-10,MGLU3,Varejo,3.03,3999718,-51.18
2024-07-11,MGLU3,Varejo,3.09,2483849,-50.18
2024-07-12,MGLU3,Varejo,3.4,6308382,-45.13
2024-07-15,MGLU3,Varejo,3.35,2463871,-45.96
2024-07-16,MGLU3,Varejo,3.09,5948164,-50.2
2024-07-17,MGLU3,Varejo,3.2,1562763,-48.42
2024-07-18,MGLU3,Varejo,3.06,2702793,-50.67
2024-07-19,MGLU3,Varejo,3.18,2770423,-48.78
2024-07-22,MGLU3,Varejo,3.22,3758369,-48.09
2024-07-23,MGLU3,Varejo,3.44,5029888,-44.58
2024-07-24,MGLU3,Varejo,3.36,1750308,-45.78
2024-07-25,MGLU3,Varejo,3.42,1878545,-44.89
2024-07-26,MGLU3,Varejo,3.41,1621797,-44.94
2024-07-29,MGLU3,Varejo,3.46,6325452,-44.22
2024-07-30,MGLU3,Varejo,3.58,3793510,-42.19
2024-07-31,MGLU3,Varejo,3.55,1900855,-42.8
2024-08-01,MGLU3,Varejo,3.38,2619391,-45.45
2024-08-02,MGLU3,Varejo,3.33,5902465,-46.3
2024-08-05,MGLU3,Varejo,3.27,2844620,-47.27
2024-08-06,MGLU3,Varejo,3.26,2761835,-47.4
2024-08-07,MGLU3,Varejo,3.22,2211876,-48.04
2024-08-08,MGLU3,Varejo,3.09,1958136,-50.15
2024-08-09,MGLU3,Varejo,3.19,5907078,-48.59
2024-08-12,MGLU3,Varejo,3.16,7549189,-48.96
2024-08-13,MGLU3,Varejo,3.1,1997491,-50.03
2024-08-14,MGLU3,Varejo,3.01,6599280,-51.52
2024-08-15,MGLU3,Varejo,3.11,2562016,-49.76
2024-08-16,MGLU3,Varejo,2.97,4268717,-52.16
2024-08-19,MGLU3,Varejo,2.88,6616697,-53.48
2024-08-20,MGLU3,Varejo,3.06,3040284,-50.7
2024-08-21,MGLU3,Varejo,3.26,2774632,-47.43
2024-08-22,MGLU3,Varejo,3.42,4879437,-44.79
2024-08-23,MGLU3,Varejo,3.52,1876696,-43.24
2024-08-26,MGLU3,Varejo,3.68,5800940,-40.65
2024-08-27,MGLU3,Varejo,3.68,3510976,-40.61
2024-08-28,MGLU3,Varejo,3.66,2448839,-41.02
2024-08-29,MGLU3,Varejo,3.67,2416706,-40.76
2024-08-30,MGLU3,Varejo,3.79,1636824,-38.83
2024-09-02,MGLU3,Varejo,3.77,2500281,-39.15
2024-09-03,MGLU3,Varejo,3.82,2864719,-38.34
2024-09-04,MGLU3,Varejo,3.88,1922915,-37.36
2024-09-05,MGLU3,Varejo,3.98,3195542,-35.85
2024-09-06,MGLU3,Varejo,3.9,4141044,-37.16
2024-09-09,MGLU3,Varejo,4.2,2938071,-32.23
2024-09-10,MGLU3,Varejo,4.45,4553300,-28.22
2024-09-11,MGLU3,Varejo,4.17,2183478,-32.7
2024-09-12,MGLU3,Varejo,4.15,5398822,-32.99
2024-09-13,MGLU3,Varejo,4.33,3474313,-30.19
2024-09-16,MGLU3,Varejo,4.42,7078896,-28.73
2024-09-17,MGLU3,Varejo,4.38,10930948,-29.33
2024-09-18,MGLU3,Varejo,4.18,2584075,-32.52
2024-09-19,MGLU3,Varejo,4.26,2637832,-31.35
2024-09-20,MGLU3,Varejo,4.18,2890323,-32.57
2024-09-23,MGLU3,Varejo,4.14,4403239,-33.15
2024-09-24,MGLU3,Varejo,3.99,6343777,-35.61
2024-09-25,MGLU3,Varejo,4.2,2358640,-32.29
2024-09-26,MGLU3,Varejo,4.38,3955518,-29.34
2024-09-27,MGLU3,Varejo,4.21,3054224,-32.06
2024-09-30,MGLU3,Varejo,4.29,4452848,-30.75
2024-10-01,MGLU3,Varejo,4.4,6953313,-29.08
2024-10-02,MGLU3,Varejo,4.16,2898882,-32.83
2024-10-03,MGLU3,Varejo,4.26,1418437,-31.3
2024-10-04,MGLU3,Varejo,4.51,4741911,-27.19
2024-10-07,MGLU3,Varejo,4.37,2155745,-29.5
2024-10-08,MGLU3,Varejo,4.19,3043266,-32.36
2024-10-09,MGLU3,Varejo,4.16,4845279,-32.93
2024-10-10,MGLU3,Varejo,4.03,3793112,-35.05
2024-10-11,MGLU3,Varejo,4.34,3106912,-30.03
2024-10-14,MGLU3,Varejo,4.28,2451128,-30.94
2024-10-15,MGLU3,Varejo,4.09,766855,-33.95
2024-10-16,MGLU3,Varejo,3.95,4635063,-36.25
2024-10-17,MGLU3,Varejo,3.89,2880643,-37.2
2024-10-18,MGLU3,Varejo,3.86,6966810,-37.71
2024-10-21,MGLU3,Varejo,4.31,3988851,-30.45
2024-10-22,MGLU3,Varejo,4.39,2494097,-29.16
2024-10-23,MGLU3,Varejo,4.75,5572949,-23.38
2024-10-24,MGLU3,Varejo,4.76,5812752,-23.2
2024-10-25,MGLU3,Varejo,4.6,2929915,-25.82
2024-10-28,MGLU3,Varejo,4.38,5937640,-29.42
2024-10-29,MGLU3,Varejo,4.47,2476473,-27.98
2024-10-30,MGLU3,Varejo,4.26,3540660,-31.35
2024-10-31,MGLU3,Varejo,4.18,4350077,-32.52
2024-11-01,MGLU3,Varejo,4.06,4839833,-34.52
2024-11-04,MGLU3,Varejo,4.21,4460453,-32.08
2024-11-05,MGLU3,Varejo,4.4,2768099,-29.04
2024-11-06,MGLU3,Varejo,4.11,5648207,-33.65
2024-11-07,MGLU3,Varejo,4.3,3071837,-30.66
2024-11-08,MGLU3,Varejo,4.02,2459543,-35.1
2024-11-11,MGLU3,Varejo,4.03,2477674,-35.04
2024-11-12,MGLU3,Varejo,4.2,8623436,-32.26
2024-11-13,MGLU3,Varejo,4.23,2255784,-31.83
2024-11-14,MGLU3,Varejo,3.94,6235801,-36.48
2024-11-15,MGLU3,Varejo,4.03,1852907,-35.05
2024-11-18,MGLU3,Varejo,4.43,4172194,-28.48
2024-11-19,MGLU3,Varejo,4.34,3792521,-29.96
2024-11-20,MGLU3,Varejo,4.21,7352959,-32.08
2024-11-21,MGLU3,Varejo,4.22,2356761,-31.95
2024-11-22,MGLU3,Varejo,4.29,2052702,-30.87
2024-11-25,MGLU3,Varejo,4.45,3084020,-28.19
2024-11-26,MGLU3,Varejo,4.51,7514919,-27.25
2024-11-27,MGLU3,Varejo,4.31,2100993,-30.56
2024-11-28,MGLU3,Varejo,4.51,896086,-27.22
2024-11-29,MGLU3,Varejo,4.55,3368182,-26.64
2024-12-02,MGLU3,Varejo,4.79,5255372,-22.71
2024-12-03,MGLU3,Varejo,4.61,1969119,-25.58
2024-12-04,MGLU3,Varejo,4.66,4995090,-24.8
2024-12-05,MGLU3,Varejo,4.61,1947475,-25.65
2024-12-06,MGLU3,Varejo,4.86,3038032,-21.56
2024-12-09,MGLU3,Varejo,4.89,4762775,-21.12
2024-12-10,MGLU3,Varejo,4.94,1805354,-20.37
2024-12-11,MGLU3,Varejo,4.81,3579582,-22.46
2024-12-12,MGLU3,Varejo,4.68,6001300,-24.46
2024-12-13,MGLU3,Varejo,5.24,4143150,-15.49
2024-12-16,MGLU3,Varejo,5.23,2280002,-15.59
2024-12-17,MGLU3,Varejo,5.24,6985584,-15.56
2024-12-18,MGLU3,Varejo,5.43,4543445,-12.35
2024-12-19,MGLU3,Varejo,5.7,1289514,-8.1
2024-12-20,MGLU3,Varejo,5.59,5035995,-9.77
2024-12-23,MGLU3,Varejo,5.39,2456659,-12.99
2024-12-24,MGLU3,Varejo,5.34,3606620,-13.94
2024-12-25,MGLU3,Varejo,5.89,5411311,-5.04
2024-12-26,MGLU3,Varejo,5.6,2483545,-9.73
2024-12-27,MGLU3,Varejo,6.14,1435758,-0.99
2024-12-30,MGLU3,Varejo,6.36,6939724,2.51
2024-12-31,MGLU3,Varejo,6.27,5851986,1.13
2024-01-02,RENT3,Varejo,64.8,4185061,0.0
2024-01-03,RENT3,Varejo,65.31,784409,0.78
2024-01-04,RENT3,Varejo,66.24,2129875,2.23
2024-01-05,RENT3,Varejo,67.05,1861648,3.47
2024-01-08,RENT3,Varejo,65.59,2875766,1.21
2024-01-09,RENT3,Varejo,66.01,2497937,1.87
2024-01-10,RENT3,Varejo,66.27,4871545,2.26
2024-01-11,RENT3,Varejo,69.2,1290230,6.79
2024-01-12,RENT3,Varejo,69.53,3344225,7.3
2024-01-15,RENT3,Varejo,69.33,4321738,7.0
2024-01-16,RENT3,Varejo,68.38,8271477,5.53
2024-01-17,RENT3,Varejo,67.99,2569230,4.93
2024-01-18,RENT3,Varejo,67.96,3844789,4.87
2024-01-19,RENT3,Varejo,67.83,1326518,4.67
2024-01-22,RENT3,Varejo,66.84,988577,3.15
2024-01-23,RENT3,Varejo,65.73,4987209,1.43
2024-01-24,RENT3,Varejo,67.05,3259941,3.48
2024-01-25,RENT3,Varejo,67.37,5892885,3.97
2024-01-26,RENT3,Varejo,67.6,1645078,4.32
2024-01-29,RENT3,Varejo,66.0,4239479,1.86
2024-01-30,RENT3,Varejo,67.45,8321964,4.09
2024-01-31,RENT3,Varejo,67.67,4032321,4.43
2024-02-01,RENT3,Varejo,65.77,3753843,1.49
2024-02-02,RENT3,Varejo,66.93,3283032,3.29
2024-02-05,RENT3,Varejo,67.97,1490406,4.89
2024-02-06,RENT3,Varejo,67.67,6438373,4.43
2024-02-07,RENT3,Varejo,65.74,2408636,1.45
2024-02-08,RENT3,Varejo,66.41,4206921,2.49
2024-02-09,RENT3,Varejo,66.13,1496265,2.05
2024-02-12,RENT3,Varejo,66.35,1812595,2.39
2024-02-13,RENT3,Varejo,66.17,6699501,2.12
2024-02-14,RENT3,Varejo,68.05,2747903,5.01
2024-02-15,RENT3,Varejo,69.67,6760705,7.51
2024-02-16,RENT3,Varejo,69.56,3143617,7.35
2024-02-19,RENT3,Varejo,69.05,1301530,6.57
